rank,school,school_url,school_id,district,district_url,district_id,address,city,city_url,zip,county,phone,low_grade,high_grade,is_title_i,is_charter,is_magnet,is_virtual,number_students,number_full-time_teachers,student_teacher_ratio,pct_free/disc_lunch,pct_african_american,pct_american_indian,pct_asian,pct_hispanic,pct_pacific_islander,pct_two_or_more_races,pct_white,average_standard_score_(2020-21),average_standard_score_(2018-19),rank_(2018-19),rank_change_from_(2018-19),schooldigger_star_rating
241,Academy Charter School,https://www.schooldigger.com/go/CO/schools/0345000492/school.aspx,"""0345000492""",Douglas County School District No. Re 1,https://www.schooldigger.com/go/CO/district/03450/search.aspx,"""03450""",1551 Prairie Hawk Drive,Castle Rock,https://www.schooldigger.com/go/CO/city/Castle+Rock/search.aspx,80104,Douglas County,(303) 660-4881,PK,08,No,Yes,No,No,745,37.1,20,6.7,1.5,0.4,2.3,10.5,0,4.6,80.8,67.5,81.1,153,-88,3
242,Douglass Valley Elementary School,https://www.schooldigger.com/go/CO/schools/0192000003/school.aspx,"""0192000003""",Academy School District No. 20,https://www.schooldigger.com/go/CO/district/01920/search.aspx,"""01920""",4610 Douglass Drive,Usaf Academy,https://www.schooldigger.com/go/CO/city/Usaf+Academy/search.aspx,80840,El Paso County,(719) 234-4200,KG,05,Yes,No,No,No,316,25.6,12.3,26.3,7.3,0.3,2.5,20.9,0.9,8.9,59.2,67.3,69.9,258,16,3
243,Rocky Mountain Academy of Evergreen,https://www.schooldigger.com/go/CO/schools/0480001812/school.aspx,"""0480001812""",Jefferson County School District No. R-1,https://www.schooldigger.com/go/CO/district/04800/search.aspx,"""04800""",2959 Royale Elk Way,Evergreen,https://www.schooldigger.com/go/CO/city/Evergreen/search.aspx,80439,Jefferson County,(303) 670-1070,KG,08,No,Yes,No,No,320,24.7,12.9,,0,0.3,0.3,6.6,0,1.6,91.3,67.2,57.6,381,138,3
244,Copper Mesa Elementary School,https://www.schooldigger.com/go/CO/schools/0345001897/school.aspx,"""0345001897""",Douglas County School District No. Re 1,https://www.schooldigger.com/go/CO/district/03450/search.aspx,"""03450""",3501 Poston Parkway,Highlands Ranch,https://www.schooldigger.com/go/CO/city/Highlands+Ranch/search.aspx,80126,Douglas County,(303) 387-7375,PK,06,No,No,No,No,428,27,15.8,3.5,0.9,0.2,5.4,8.2,0,9.3,75.9,66.9,61.3,351,107,3
245,Singing Hills Elementary School,https://www.schooldigger.com/go/CO/schools/0372001532/school.aspx,"""0372001532""",Elizabeth School District,https://www.schooldigger.com/go/CO/district/03720/search.aspx,"""03720""",41012 Madrid Drive,Parker,https://www.schooldigger.com/go/CO/city/Parker/search.aspx,80134,Elbert County,(303) 646-1858,KG,05,No,No,No,No,360,26,13.8,16.1,0.8,1.4,0.6,13.6,0.3,3.9,79.4,66.8,48,468,223,3
246,Elk Creek Elementary School,https://www.schooldigger.com/go/CO/schools/0480001500/school.aspx,"""0480001500""",Jefferson County School District No. R-1,https://www.schooldigger.com/go/CO/district/04800/search.aspx,"""04800""",13304 South U S Highway 285,Pine,https://www.schooldigger.com/go/CO/city/Pine/search.aspx,80470,Jefferson County,(303) 982-2900,PK,05,No,No,No,No,389,20.7,18.7,16.2,0,0.5,0.8,8,0,4.9,85.9,66.8,76.3,194,-52,3
247,Academy of Charter Schools,https://www.schooldigger.com/go/CO/schools/0002000727/school.aspx,"""0002000727""",State Charter School Institute,https://www.schooldigger.com/go/CO/district/00020/search.aspx,"""00020""",11800 Lowell Blvd,Westminster,https://www.schooldigger.com/go/CO/city/Westminster/search.aspx,80031,Adams County,(303) 289-8088,PK,12,No,Yes,No,No,1886,87.8,21.4,21.7,0.8,0.1,7.6,28.2,0.1,5,58.3,66.6,82.3,139,-108,3
248,Skyview Elementary School,https://www.schooldigger.com/go/CO/schools/0735001364/school.aspx,"""0735001364""",Weld County Reorganized School District No. Re-4,https://www.schooldigger.com/go/CO/district/07350/search.aspx,"""07350""",1000 Stone Mountain Drive,Windsor,https://www.schooldigger.com/go/CO/city/Windsor/search.aspx,80550,Weld County,(970) 686-8500,PK,05,No,No,No,No,455,25.5,17.8,19.8,0.7,0.4,0.4,14.7,0,3.7,80,66.6,69.7,261,13,3
249,Fall River Elementary School,https://www.schooldigger.com/go/CO/schools/0537001737/school.aspx,"""0537001737""",St. Vrain Valley School District No. Re1J,https://www.schooldigger.com/go/CO/district/05370/search.aspx,"""05370""",1400 Deerwood Drive,Longmont,https://www.schooldigger.com/go/CO/city/Longmont/search.aspx,80501,Boulder County,(720) 652-7920,PK,05,No,No,No,No,526,27.5,19,21.1,1,0,3.8,20.3,0,2.1,72.8,66.5,73,229,-20,3
250,Manassa Elementary School,https://www.schooldigger.com/go/CO/schools/0510000845/school.aspx,"""0510000845""",North Conejos School District No. Re1J,https://www.schooldigger.com/go/CO/district/05100/search.aspx,"""05100""",200 South 5th Street,Manassa,https://www.schooldigger.com/go/CO/city/Manassa/search.aspx,81141,Conejos County,(719) 843-5277,KG,05,Yes,No,No,No,228,15.5,14.7,64,0,0,0,60.1,0,0,39.9,66.3,65.4,307,57,3
251,Meadow View Elementary School,https://www.schooldigger.com/go/CO/schools/0345001785/school.aspx,"""0345001785""",Douglas County School District No. Re 1,https://www.schooldigger.com/go/CO/district/03450/search.aspx,"""03450""",3700 Butterfield Crossing,Castle Rock,https://www.schooldigger.com/go/CO/city/Castle+Rock/search.aspx,80109,Douglas County,(303) 387-5425,PK,06,No,No,No,No,488,29.3,16.6,13.1,1.4,0,1.6,16.4,0.2,7,73.4,66.2,65.8,302,51,3
252,McKinley-Thatcher Elementary School,https://www.schooldigger.com/go/CO/schools/0336000377/school.aspx,"""0336000377""",School District No. 1,https://www.schooldigger.com/go/CO/district/03360/search.aspx,"""03360""",1230 South Grant Street,Denver,https://www.schooldigger.com/go/CO/city/Denver/search.aspx,80210,Denver County,(720) 424-5600,PK,05,No,No,No,No,228,17.4,13,36.4,3.1,0.4,0.9,29.8,0,4.8,61,66,82.7,136,-116,3
253,Brantner Elementary School,https://www.schooldigger.com/go/CO/schools/0258006549/school.aspx,"""0258006549""",School District 27J,https://www.schooldigger.com/go/CO/district/02580/search.aspx,"""02580""",7800 E. 133rd Avenue,Thornton,https://www.schooldigger.com/go/CO/city/Thornton/search.aspx,80602,Adams County,(720) 685-5050,PK,05,No,No,No,No,693,32.1,21.5,14.9,1,0.3,7.2,28.1,0,3.8,59.6,66,55.8,393,140,3
254,Crested Butte Elementary School,https://www.schooldigger.com/go/CO/schools/0447006629/school.aspx,"""0447006629""",Gunnison Watershed School District Re1J,https://www.schooldigger.com/go/CO/district/04470/search.aspx,"""04470""",818 Red Lady Ave,Crested Butte,https://www.schooldigger.com/go/CO/city/Crested+Butte/search.aspx,81224,Gunnison County,(970) 641-7720,KG,05,No,No,No,No,342,24.2,14.1,7,0,0,0.9,6.4,0,2.3,90.4,65.8,74.1,217,-37,3
255,Hackberry Hill Elementary School,https://www.schooldigger.com/go/CO/schools/0480000737/school.aspx,"""0480000737""",Jefferson County School District No. R-1,https://www.schooldigger.com/go/CO/district/04800/search.aspx,"""04800""",7300 West 76th Avenue,Arvada,https://www.schooldigger.com/go/CO/city/Arvada/search.aspx,80003,Jefferson County,(303) 982-0260,KG,05,No,No,No,No,409,20.1,20.2,30.8,0.7,1,2,20.3,0,4.9,71.1,65.8,70.2,254,-1,3
256,Woodrow Wilson Charter Academy,https://www.schooldigger.com/go/CO/schools/0480001807/school.aspx,"""0480001807""",Jefferson County School District No. R-1,https://www.schooldigger.com/go/CO/district/04800/search.aspx,"""04800""",8300 W 94th Avenue,Westminster,https://www.schooldigger.com/go/CO/city/Westminster/search.aspx,80021,Jefferson County,(303) 431-3694,PK,08,No,Yes,No,No,931,33.2,27.9,3.9,0.9,0,1.5,12.6,0,3.5,81.5,65.8,71.5,245,-11,3
257,Colorado International Language Academy,https://www.schooldigger.com/go/CO/schools/0002006586/school.aspx,"""0002006586""",State Charter School Institute,https://www.schooldigger.com/go/CO/district/00020/search.aspx,"""00020""",303 Austin Bluffs Parkway,Colorado Springs,https://www.schooldigger.com/go/CO/city/Colorado+Springs/search.aspx,80918,El Paso County,(719) 645-8063,KG,06,Yes,Yes,No,No,381,25.1,15.1,36.5,9.4,0.3,1.6,36.7,0.3,1.6,50.1,65.8,37.2,571,314,3
258,Peyton Elementary School,https://www.schooldigger.com/go/CO/schools/0606001024/school.aspx,"""0606001024""",Peyton School District No. 23,https://www.schooldigger.com/go/CO/district/06060/search.aspx,"""06060""",13550 Bradshaw Road,Peyton,https://www.schooldigger.com/go/CO/city/Peyton/search.aspx,80831,El Paso County,(719) 749-0170,PK,06,Yes,No,No,No,269,18,14.9,27.9,2.2,0,0.7,16.4,0,7.8,72.9,65.7,74.3,213,-45,3
259,Kenneth Homyak Pk-8,https://www.schooldigger.com/go/CO/schools/0402006606/school.aspx,"""0402006606""",Weld re-8 schools,https://www.schooldigger.com/go/CO/district/04020/search.aspx,"""04020""",3927 York Street,Dacono,https://www.schooldigger.com/go/CO/city/Dacono/search.aspx,80514,Weld County,(303) 857-3380,PK,08,No,No,No,No,281,19.9,14.1,19.2,0.7,0.4,2.5,25.6,0,2.8,68,65.4,67.2,291,32,3
260,Normandy Elementary School,https://www.schooldigger.com/go/CO/schools/0480000759/school.aspx,"""0480000759""",Jefferson County School District No. R-1,https://www.schooldigger.com/go/CO/district/04800/search.aspx,"""04800""",6750 South Kendall Boulevard,Littleton,https://www.schooldigger.com/go/CO/city/Littleton/search.aspx,80128,Jefferson County,(303) 982-4766,PK,05,No,No,No,No,363,20.6,17.5,13.8,0.8,0.6,4.1,13.2,0,3,78.2,65.4,76.6,190,-70,3
261,Reunion Elementary School,https://www.schooldigger.com/go/CO/schools/0258006718/school.aspx,"""0258006718""",School District 27J,https://www.schooldigger.com/go/CO/district/02580/search.aspx,"""02580""",11021 Landmark Drive,Commerce City,https://www.schooldigger.com/go/CO/city/Commerce+City/search.aspx,80022,Adams County,(720) 685-8501,PK,05,No,No,No,No,724,28.9,25,13.1,3.5,0.4,2.2,29.4,0,4.7,59.8,65.3,78.5,178,-83,3
262,Mead Elementary School,https://www.schooldigger.com/go/CO/schools/0537000914/school.aspx,"""0537000914""",St. Vrain Valley School District No. Re1J,https://www.schooldigger.com/go/CO/district/05370/search.aspx,"""05370""",520 Welker Ave.,Mead,https://www.schooldigger.com/go/CO/city/Mead/search.aspx,80542,Weld County,(970) 535-4488,PK,05,No,No,No,No,640,32.5,19.6,15.9,0.2,0.6,0.6,17.5,0,2.2,78.9,65.3,79.5,170,-92,3
263,Monarch K-8 School,https://www.schooldigger.com/go/CO/schools/0249001573/school.aspx,"""0249001573""",Boulder Valley School District No. Re2,https://www.schooldigger.com/go/CO/district/02490/search.aspx,"""02490""",263 Campus Drive,Louisville,https://www.schooldigger.com/go/CO/city/Louisville/search.aspx,80027,Boulder County,(720) 561-4000,PK,08,No,No,No,No,765,44.4,17.1,17,1.2,0.1,16.6,12.2,0,5.4,64.6,65.2,78.1,179,-84,3
264,Columbia Elementary School,https://www.schooldigger.com/go/CO/schools/0306000227/school.aspx,"""0306000227""",Colorado Springs School District No. 11,https://www.schooldigger.com/go/CO/district/03060/search.aspx,"""03060""",835 East St Vrain Street,Colorado Springs,https://www.schooldigger.com/go/CO/city/Colorado+Springs/search.aspx,80903,El Paso County,(719) 328-2700,PK,05,Yes,No,No,No,308,17.1,17.9,67.5,6.8,0.6,0.3,23.7,0,10.1,58.4,65.2,68.1,275,11,3
265,Timnath Elementary School,https://www.schooldigger.com/go/CO/schools/0399000548/school.aspx,"""0399000548""",Poudre School District R-1,https://www.schooldigger.com/go/CO/district/03990/search.aspx,"""03990""",3909 Main Street,Timnath,https://www.schooldigger.com/go/CO/city/Timnath/search.aspx,80547,Larimer County,(970) 488-6825,PK,05,No,No,No,No,456,25.5,17.8,29.4,0.4,0.4,3.5,23.7,0.2,2.6,69.1,64.9,73.8,222,-43,3
266,Mesa Valley Community School,https://www.schooldigger.com/go/CO/schools/0435006384/school.aspx,"""0435006384""",Mesa County Valley School District No. 51,https://www.schooldigger.com/go/CO/district/04350/search.aspx,"""04350""",609 25 Road,Grand Junction,https://www.schooldigger.com/go/CO/city/Grand+Junction/search.aspx,81505,Mesa County,(970) 254-7202,KG,12,No,Yes,No,No,396,9,43.7,12.4,0,0.3,1,12.4,0.3,6.1,80.1,64.7,47.8,470,204,3
267,Maple Grove Elementary School,https://www.schooldigger.com/go/CO/schools/0480000754/school.aspx,"""0480000754""",Jefferson County School District No. R-1,https://www.schooldigger.com/go/CO/district/04800/search.aspx,"""04800""",3085 Alkire Street,Golden,https://www.schooldigger.com/go/CO/city/Golden/search.aspx,80401,Jefferson County,(303) 982-5808,KG,05,No,No,No,No,337,18.9,17.8,7.7,1.2,0.6,1.5,5.9,0,6.5,84.3,64.5,72.4,240,-27,3
268,Soaring Hawk Elementary School,https://www.schooldigger.com/go/CO/schools/0345001840/school.aspx,"""0345001840""",Douglas County School District No. Re 1,https://www.schooldigger.com/go/CO/district/03450/search.aspx,"""03450""",4665 Tanglevine Drive,Castle Rock,https://www.schooldigger.com/go/CO/city/Castle+Rock/search.aspx,80109,Douglas County,(303) 387-5260,PK,06,No,No,No,No,577,31.5,18.3,8.8,0.5,0.7,1.4,10.7,0,6.4,80.2,64.3,53.8,413,145,3
269,Flagstone Elementary School,https://www.schooldigger.com/go/CO/schools/0345001959/school.aspx,"""0345001959""",Douglas County School District No. Re 1,https://www.schooldigger.com/go/CO/district/03450/search.aspx,"""03450""",104 Lovington Street,Castle Rock,https://www.schooldigger.com/go/CO/city/Castle+Rock/search.aspx,80104,Douglas County,(303) 387-5225,PK,06,No,No,No,No,489,26,18.8,10.6,0.4,0.4,1,12.7,0.4,4.5,80.6,64.3,60.3,361,92,3
270,Roxborough Intermediate,https://www.schooldigger.com/go/CO/schools/0345006299/school.aspx,"""0345006299""",Douglas County School District No. Re 1,https://www.schooldigger.com/go/CO/district/03450/search.aspx,"""03450""",7370 Village Circle East,Littleton,https://www.schooldigger.com/go/CO/city/Littleton/search.aspx,80125,Douglas County,(303) 387-7600,03,06,No,No,No,No,392,20.8,18.8,10.2,0.3,0.5,0.8,15.1,0.3,3.3,79.8,64.3,55.9,392,122,3
271,Crest View Elementary School,https://www.schooldigger.com/go/CO/schools/0249000110/school.aspx,"""0249000110""",Boulder Valley School District No. Re2,https://www.schooldigger.com/go/CO/district/02490/search.aspx,"""02490""",1897 Sumac Avenue,Boulder,https://www.schooldigger.com/go/CO/city/Boulder/search.aspx,80304,Boulder County,(720) 561-5461,KG,05,No,No,No,No,537,32.7,16.4,25.1,1.3,0,4.7,21.4,0,6.5,66.1,64.3,62.5,335,64,3
272,Lincoln School of Science and Technology,https://www.schooldigger.com/go/CO/schools/0279000174/school.aspx,"""0279000174""",Fremont Re-1,https://www.schooldigger.com/go/CO/district/02790/search.aspx,"""02790""",420 Myrtle Avenue,Canon City,https://www.schooldigger.com/go/CO/city/Canon+City/search.aspx,81212,Fremont County,(719) 276-5830,KG,05,Yes,No,No,No,282,21.6,13,61.3,0.4,0.4,0,6,0,6.7,86.5,64.2,50.3,444,172,3
273,Cotton Creek Elementary School,https://www.schooldigger.com/go/CO/schools/0690001305/school.aspx,"""0690001305""",Adams 12 Five Star Schools,https://www.schooldigger.com/go/CO/district/06900/search.aspx,"""06900""",11100 Vrain Street,Westminster,https://www.schooldigger.com/go/CO/city/Westminster/search.aspx,80030,Adams County,(720) 972-5340,KG,05,No,No,No,No,556,32,17.3,26.4,1.4,0.7,5.8,19.8,0,4.9,67.4,63.8,67.5,284,11,3
274,Jefferson County Open Elementary School,https://www.schooldigger.com/go/CO/schools/0480006256/school.aspx,"""0480006256""",Jefferson County School District No. R-1,https://www.schooldigger.com/go/CO/district/04800/search.aspx,"""04800""",7655 West 10th Avenue,Lakewood,https://www.schooldigger.com/go/CO/city/Lakewood/search.aspx,80215,Jefferson County,(303) 982-7045,PK,06,No,No,No,No,245,14.7,16.6,34.3,0,0,0.8,17.1,0,8.2,73.9,63.7,51.4,436,162,3
275,Beattie Elementary School,https://www.schooldigger.com/go/CO/schools/0399000520/school.aspx,"""0399000520""",Poudre School District R-1,https://www.schooldigger.com/go/CO/district/03990/search.aspx,"""03990""",3000 Meadowlark Avenue,Fort Collins,https://www.schooldigger.com/go/CO/city/Fort+Collins/search.aspx,80526,Larimer County,(970) 488-4225,PK,05,No,No,No,No,363,21.9,16.5,54.3,1.7,0.8,2.2,22.6,0.3,6.3,66.1,63.7,76.7,189,-86,3
276,Ridgeview Elementary School,https://www.schooldigger.com/go/CO/schools/0387001898/school.aspx,"""0387001898""",El Paso County Colorado School District 49,https://www.schooldigger.com/go/CO/district/03870/search.aspx,"""03870""",6753 Shimmering Creek Place,Colorado Springs,https://www.schooldigger.com/go/CO/city/Colorado+Springs/search.aspx,80922,El Paso County,(719) 494-8700,PK,05,No,No,No,No,684,40.5,16.8,24.6,5.8,0.4,3.2,23,0.6,10.2,56.7,63.6,70.2,253,-23,3
277,Kemper Elementary School,https://www.schooldigger.com/go/CO/schools/0309000835/school.aspx,"""0309000835""",Montezuma-Cortez School District No. Re-1,https://www.schooldigger.com/go/CO/district/03090/search.aspx,"""03090""",620 East Montezuma,Cortez,https://www.schooldigger.com/go/CO/city/Cortez/search.aspx,81321,Montezuma County,(970) 565-3737,KG,05,Yes,No,No,No,379,24,15.7,62,0,24.5,1.6,20.3,0,6.1,47.5,63.5,22,745,468,3
278,Mount Carbon Elementary School,https://www.schooldigger.com/go/CO/schools/0480001546/school.aspx,"""0480001546""",Jefferson County School District No. R-1,https://www.schooldigger.com/go/CO/district/04800/search.aspx,"""04800""",12776 West Cross Avenue,Littleton,https://www.schooldigger.com/go/CO/city/Littleton/search.aspx,80127,Jefferson County,(303) 982-7900,PK,05,No,No,No,No,443,19.6,22.5,21.2,1.6,0.2,2.9,21,0.5,4.3,69.5,63.4,89.6,79,-199,3
279,Meeker Elementary School,https://www.schooldigger.com/go/CO/schools/0561000965/school.aspx,"""0561000965""",Meeker School District Re1,https://www.schooldigger.com/go/CO/district/05610/search.aspx,"""05610""",201 Ute Road,Meeker,https://www.schooldigger.com/go/CO/city/Meeker/search.aspx,81641,Rio Blanco County,(970) 878-9050,PK,05,Yes,No,No,No,375,25,14.9,36.8,0.5,0.5,0,14.7,0,2.9,81.3,63.2,68.7,270,-9,3
280,Buffalo Trail Elementary School,https://www.schooldigger.com/go/CO/schools/0291006301/school.aspx,"""0291006301""",Cherry Creek School District No. 5,https://www.schooldigger.com/go/CO/district/02910/search.aspx,"""02910""",24300 East Progress Drive,Aurora,https://www.schooldigger.com/go/CO/city/Aurora/search.aspx,80016,Arapahoe County,(720) 886-4000,PK,06,No,No,No,No,661,39.7,16.6,20,10.9,0.2,7.3,17.9,0.6,10.4,52.8,63.1,57.2,384,104,3
281,Wiley Elementary School,https://www.schooldigger.com/go/CO/schools/0732001260/school.aspx,"""0732001260""",Wiley School District No. Re-13 Jt,https://www.schooldigger.com/go/CO/district/07320/search.aspx,"""07320""",510 Ward Street,Wiley,https://www.schooldigger.com/go/CO/city/Wiley/search.aspx,81092,Prowers County,(719) 829-4806,PK,05,Yes,No,No,No,131,9.7,13.3,39.7,0,0,0,27.5,0,0.8,71.8,63.1,,,,3
282,Garfield Elementary School,https://www.schooldigger.com/go/CO/schools/0540000932/school.aspx,"""0540000932""",Thompson School District R-2j,https://www.schooldigger.com/go/CO/district/05400/search.aspx,"""05400""",720 Colorado Avenue,Loveland,https://www.schooldigger.com/go/CO/city/Loveland/search.aspx,80537,Larimer County,(970) 613-6000,KG,05,No,No,No,No,255,16.4,15.5,55.3,1.2,0.8,1.2,20.4,0,5.1,71.4,62.9,47.8,471,189,3
283,Limon Elementary School,https://www.schooldigger.com/go/CO/schools/0528000870/school.aspx,"""0528000870""",Limon School District No. Re 4J,https://www.schooldigger.com/go/CO/district/05280/search.aspx,"""05280""",874 F Avenue,Limon,https://www.schooldigger.com/go/CO/city/Limon/search.aspx,80828,Lincoln County,(719) 775-2350,KG,05,Yes,No,No,No,182,17.2,10.5,54.9,0.5,0,0.5,21.4,2.2,1.6,73.6,62.9,53.8,411,128,3
284,Telluride Intermediate School,https://www.schooldigger.com/go/CO/schools/0687001170/school.aspx,"""0687001170""",Telluride School District No. R-1,https://www.schooldigger.com/go/CO/district/06870/search.aspx,"""06870""",447 West Columbia,Telluride,https://www.schooldigger.com/go/CO/city/Telluride/search.aspx,81435,San Miguel County,(970) 728-6615,03,06,Yes,No,No,No,276,27.1,10.1,24.3,0,0,0,22.1,0,2.5,75.4,62.6,79.2,172,-112,3
